ticker,name,market,locale,active,source_feed
I:NQASPA3010N,NASDAQ ASPA Banks NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA3010T,NASDAQ ASPA Banks TR Index,indices,us,True,NasdaqGIDS
I:NQASPA3020,Nasdaq ASPA Financial Services Index,indices,us,True,NasdaqGIDS
I:NQASPA3020LM,Nasdaq ASPA Financial Services Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA3020LMN,Nasdaq ASPA Financial Services Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA3020LMT,Nasdaq ASPA Financial Services Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA3020N,Nasdaq ASPA Financial Services NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA3020T,Nasdaq ASPA Financial Services TR Index,indices,us,True,NasdaqGIDS
I:NQASPA3030,Nasdaq ASPA Insurance Index,indices,us,True,NasdaqGIDS
I:NQASPA3030LM,Nasdaq ASPA Insurance Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA3030LMN,Nasdaq ASPA Insurance Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA3030LMT,Nasdaq ASPA Insurance Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA3030N,Nasdaq ASPA Insurance NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA3030T,Nasdaq ASPA Insurance TR Index,indices,us,True,NasdaqGIDS
I:NQASPA30LM,Nasdaq ASPA Financials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA30LMN,NASDAQ ASPA Financials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA30LMT,NASDAQ ASPA Financials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA30N,NASDAQ ASPA Financials NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA30T,NASDAQ ASPA Financials TR Index,indices,us,True,NasdaqGIDS
I:NQASPA35,NASDAQ ASPA Real Estate Index,indices,us,True,NasdaqGIDS
I:NQASPA35LM,Nasdaq ASPA Real Estate Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA35LMN,NASDAQ ASPA Real Estate Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA35LMT,NASDAQ ASPA Real Estate Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA35N,NASDAQ ASPA Real Estate NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA35T,NASDAQ ASPA Real Estate TR Index,indices,us,True,NasdaqGIDS
I:NQASPA40,Nasdaq ASPA Consumer Discretionary Index,indices,us,True,NasdaqGIDS
I:NQASPA4010,Nasdaq ASPA Automobiles and Parts Index,indices,us,True,NasdaqGIDS
I:NQASPA4010LM,Nasdaq ASPA Automobiles and Parts Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA4010LMN,Nasdaq ASPA Automobiles and Parts Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA4010LMT,Nasdaq ASPA Automobiles and Parts Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA4010N,Nasdaq ASPA Automobiles and Parts NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA4010T,Nasdaq ASPA Automobiles and Parts TR Index,indices,us,True,NasdaqGIDS
I:NQASPA4020,Nasdaq ASPA Consumer Products and Services Index,indices,us,True,NasdaqGIDS
I:NQASPA4020LM,Nasdaq ASPA Consumer Products and Services Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA4020LMN,Nasdaq ASPA Consumer Products and Services Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA4020LMT,Nasdaq ASPA Consumer Products and Services Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA4020N,Nasdaq ASPA Consumer Products and Services NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA4020T,Nasdaq ASPA Consumer Products and Services TR Index,indices,us,True,NasdaqGIDS
I:NQASPA4030,NASDAQ ASPA Media Index,indices,us,True,NasdaqGIDS
I:NQASPA4030LM,Nasdaq ASPA Media Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA4030LMN,NASDAQ ASPA Media Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA4030LMT,NASDAQ ASPA Media Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA4030N,NASDAQ ASPA Media NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA4030T,NASDAQ ASPA Media TR Index,indices,us,True,NasdaqGIDS
I:NQASPA4040,NASDAQ ASPA Retail Index,indices,us,True,NasdaqGIDS
I:NQASPA4040LM,Nasdaq ASPA Retail Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA4040LMN,NASDAQ ASPA Retail Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA4040LMT,NASDAQ ASPA Retail Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA4040N,NASDAQ ASPA Retail NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA4040T,NASDAQ ASPA Retail TR Index,indices,us,True,NasdaqGIDS
I:NQASPA4050,Nasdaq ASPA Travel and Leisure Index,indices,us,True,NasdaqGIDS
I:NQASPA4050LM,Nasdaq ASPA Travel and Leisure Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA4050LMN,Nasdaq ASPA Travel and Leisure Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA4050LMT,Nasdaq ASPA Travel and Leisure Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA4050N,Nasdaq ASPA Travel and Leisure NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA4050T,Nasdaq ASPA Travel and Leisure TR Index,indices,us,True,NasdaqGIDS
I:NQASPA40LM,Nasdaq ASPA Consumer Discretionary Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA40LMN,Nasdaq ASPA Consumer Discretionary Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA40LMT,Nasdaq ASPA Consumer Discretionary Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA40N,Nasdaq ASPA Consumer Discretionary NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA40T,Nasdaq ASPA Consumer Discretionary TR Index,indices,us,True,NasdaqGIDS
I:NQASPA45,Nasdaq ASPA Consumer Staples Index,indices,us,True,NasdaqGIDS
I:NQASPA4510,"Nasdaq ASPA Food, Beverage and Tobacco Index",indices,us,True,NasdaqGIDS
I:NQASPA4510LM,"Nasdaq ASPA Food, Beverage and Tobacco Large Mid Cap Index",indices,us,True,NasdaqGIDS
I:NQASPA4510LMN,"Nasdaq ASPA Food, Beverage and Tobacco Large Mid Cap NTR Index",indices,us,True,NasdaqGIDS
I:NQASPA4510LMT,"Nasdaq ASPA Food, Beverage and Tobacco Large Mid Cap TR Index",indices,us,True,NasdaqGIDS
I:NQASPA4510N,"Nasdaq ASPA Food, Beverage and Tobacco NTR Index",indices,us,True,NasdaqGIDS
I:NQASPA4510T,"Nasdaq ASPA Food, Beverage and Tobacco TR Index",indices,us,True,NasdaqGIDS
I:NQASPA4520,"Nasdaq ASPA Personal Care, Drug and Grocery Stores Index",indices,us,True,NasdaqGIDS
I:NQASPA4520LM,"Nasdaq ASPA Personal Care, Drug and Grocery Stores Large Mid Cap Index",indices,us,True,NasdaqGIDS
I:NQASPA4520LMN,"Nasdaq ASPA Personal Care, Drug and Grocery Stores Large Mid Cap NTR Index",indices,us,True,NasdaqGIDS
I:NQASPA4520LMT,"Nasdaq ASPA Personal Care, Drug and Grocery Stores Large Mid Cap TR Index",indices,us,True,NasdaqGIDS
I:NQASPA4520N,"Nasdaq ASPA Personal Care, Drug and Grocery Stores NTR Index",indices,us,True,NasdaqGIDS
I:NQASPA4520T,"Nasdaq ASPA Personal Care, Drug and Grocery Stores TR Index",indices,us,True,NasdaqGIDS
I:NQASPA45LM,Nasdaq ASPA Consumer Staples Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA45LMN,Nasdaq ASPA Consumer Staples Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA45LMT,Nasdaq ASPA Consumer Staples Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA45N,Nasdaq ASPA Consumer Staples NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA45T,Nasdaq ASPA Consumer Staples TR Index,indices,us,True,NasdaqGIDS
I:NQASPA50,Nasdaq ASPA Industrials Index,indices,us,True,NasdaqGIDS
I:NQASPA5010,Nasdaq ASPA Construction and Materials Index,indices,us,True,NasdaqGIDS
I:NQASPA5010LM,Nasdaq ASPA Construction and Materials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA5010LMN,Nasdaq ASPA Construction and Materials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA5010LMT,Nasdaq ASPA Construction and Materials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA5010N,Nasdaq ASPA Construction and Materials NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA5010T,Nasdaq ASPA Construction and Materials TR Index,indices,us,True,NasdaqGIDS
I:NQASPA5020,Nasdaq ASPA Industrial Goods and Services Index,indices,us,True,NasdaqGIDS
I:NQASPA5020LM,Nasdaq ASPA Industrial Goods and Services Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA5020LMN,Nasdaq ASPA Industrial Goods and Services Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA5020LMT,Nasdaq ASPA Industrial Goods and Services Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA5020N,Nasdaq ASPA Industrial Goods and Services NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA5020T,Nasdaq ASPA Industrial Goods and Services TR Index,indices,us,True,NasdaqGIDS
I:NQASPA50LM,Nasdaq ASPA Industrials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA50LMN,Nasdaq ASPA Industrials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA50LMT,Nasdaq ASPA Industrials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA50N,Nasdaq ASPA Industrials NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA50T,Nasdaq ASPA Industrials TR Index,indices,us,True,NasdaqGIDS
I:NQASPA55,Nasdaq ASPA Basic Materials Index,indices,us,True,NasdaqGIDS
I:NQASPA5510,NASDAQ ASPA Basic Resources Index,indices,us,True,NasdaqGIDS
I:NQASPA5510LM,Nasdaq ASPA Basic Resources Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA5510LMN,Nasdaq ASPA Basic Resources Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA5510LMT,Nasdaq ASPA Basic Resources Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA5510N,NASDAQ ASPA Basic Resources NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA5510T,NASDAQ ASPA Basic Resources TR Index,indices,us,True,NasdaqGIDS
I:NQASPA5520,NASDAQ ASPA Chemicals Index,indices,us,True,NasdaqGIDS
I:NQASPA5520LM,Nasdaq ASPA Chemicals Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA5520LMN,NASDAQ ASPA Chemicals Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA5520LMT,NASDAQ ASPA Chemicals Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA5520N,NASDAQ ASPA Chemicals NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA5520T,NASDAQ ASPA Chemicals TR Index,indices,us,True,NasdaqGIDS
I:NQASPA55LM,Nasdaq ASPA Basic Materials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA55LMN,Nasdaq ASPA Basic Materials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA55LMT,Nasdaq ASPA Basic Materials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA55N,Nasdaq ASPA Basic Materials NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA55T,Nasdaq ASPA Basic Materials TR Index,indices,us,True,NasdaqGIDS
I:NQASPA60,Nasdaq ASPA Energy Index,indices,us,True,NasdaqGIDS
I:NQASPA60LM,Nasdaq ASPA Energy Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA60LMN,Nasdaq ASPA Energy Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA60LMT,Nasdaq ASPA Energy Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA60N,Nasdaq ASPA Energy NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA60T,Nasdaq ASPA Energy TR Index,indices,us,True,NasdaqGIDS
I:NQASPA65,NASDAQ ASPA Utilities Index,indices,us,True,NasdaqGIDS
I:NQASPA65LM,Nasdaq ASPA Utilities Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPA65LMN,NASDAQ ASPA Utilities Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA65LMT,NASDAQ ASPA Utilities Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPA65N,NASDAQ ASPA Utilities NTR Index,indices,us,True,NasdaqGIDS
I:NQASPA65T,NASDAQ ASPA Utilities TR Index,indices,us,True,NasdaqGIDS
I:NQASPALC,NASDAQ ASPA Large Cap Index,indices,us,True,NasdaqGIDS
I:NQASPALCN,NASDAQ ASPA Large Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPALCT,NASDAQ ASPA Large Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPALM,NASDAQ ASPA Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPALMN,NASDAQ ASPA Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPALMT,NASDAQ ASPA Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPAMC,NASDAQ ASPA Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPAMCN,NASDAQ ASPA Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPAMCT,NASDAQ ASPA Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPAN,NASDAQ ASPA NTR Index,indices,us,True,NasdaqGIDS
I:NQASPASC,NASDAQ ASPA Small Cap Index,indices,us,True,NasdaqGIDS
I:NQASPASCN,NASDAQ ASPA Small Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPASCT,NASDAQ ASPA Small Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPAT,NASDAQ ASPA TR Index,indices,us,True,NasdaqGIDS
I:NQASPAXJP,NASDAQ ASPA Ex Japan Index,indices,us,True,NasdaqGIDS
I:NQASPAXJPLM,NASDAQ ASPA Ex Japan Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQASPAXJPLMN,NASDAQ ASPA Ex Japan Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQASPAXJPLMT,NASDAQ ASPA Ex Japan Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQASPAXJPN,NASDAQ ASPA Ex Japan NTR Index,indices,us,True,NasdaqGIDS
I:NQASPAXJPT,NASDAQ ASPA Ex Japan TR Index,indices,us,True,NasdaqGIDS
I:NQAT,NASDAQ Austria Index,indices,us,True,NasdaqGIDS
I:NQAT30,NASDAQ Austria Financials Index,indices,us,True,NasdaqGIDS
I:NQAT30N,NASDAQ Austria Financials NTR Index,indices,us,True,NasdaqGIDS
I:NQAT30T,NASDAQ Austria Financials TR Index,indices,us,True,NasdaqGIDS
I:NQAT50,Nasdaq Austria Industrials Index,indices,us,True,NasdaqGIDS
I:NQAT50N,Nasdaq Austria Industrials NTR Index,indices,us,True,NasdaqGIDS
I:NQAT50T,Nasdaq Austria Industrials TR Index,indices,us,True,NasdaqGIDS
I:NQATLM,NASDAQ Austria Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQATLMN,NASDAQ Austria Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQATLMT,NASDAQ Austria Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQATMC,NASDAQ Austria Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQATMCN,NASDAQ Austria Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQATMCT,NASDAQ Austria Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQATN,NASDAQ Austria NTR Index,indices,us,True,NasdaqGIDS
I:NQATSC,NASDAQ Austria Small Cap Index,indices,us,True,NasdaqGIDS
I:NQATSCN,NASDAQ Austria Small Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQATSCT,NASDAQ Austria Small Cap TR Index,indices,us,True,NasdaqGIDS
I:NQATT,NASDAQ Austria TR Index,indices,us,True,NasdaqGIDS
I:NQAU,NASDAQ Australia Index,indices,us,True,NasdaqGIDS
I:NQAU10,Nasdaq Australia Technology Index,indices,us,True,NasdaqGIDS
I:NQAU10N,Nasdaq Australia Technology NTR Index,indices,us,True,NasdaqGIDS
I:NQAU10T,Nasdaq Australia Technology TR Index,indices,us,True,NasdaqGIDS
I:NQAU15,Nasdaq Australia Telecommunications Index,indices,us,True,NasdaqGIDS
I:NQAU15N,Nasdaq Australia Telecommunications NTR Index,indices,us,True,NasdaqGIDS
I:NQAU15T,Nasdaq Australia Telecommunications TR Index,indices,us,True,NasdaqGIDS
I:NQAU20,NASDAQ Australia Health Care Index,indices,us,True,NasdaqGIDS
I:NQAU20LM,Nasdaq Australia Health Care Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQAU20LMN,Nasdaq Australia Health Care Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQAU20LMT,Nasdaq Australia Health Care Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQAU20N,NASDAQ Australia Health Care NTR Index,indices,us,True,NasdaqGIDS
I:NQAU20T,NASDAQ Australia Health Care TR Index,indices,us,True,NasdaqGIDS
I:NQAU30,NASDAQ Australia Financials Index,indices,us,True,NasdaqGIDS
I:NQAU30LM,Nasdaq Australia Financials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQAU30LMN,Nasdaq Australia Financials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQAU30LMT,Nasdaq Australia Financials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQAU30N,NASDAQ Australia Financials NTR Index,indices,us,True,NasdaqGIDS
I:NQAU30T,NASDAQ Australia Financials TR Index,indices,us,True,NasdaqGIDS
I:NQAU35,Nasdaq Australia Real Estate Index,indices,us,True,NasdaqGIDS
I:NQAU35LM,Nasdaq Australia Real Estate Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQAU35LMN,Nasdaq Australia Real Estate Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQAU35LMT,Nasdaq Australia Real Estate Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQAU35N,Nasdaq Australia Real Estate NTR Index,indices,us,True,NasdaqGIDS
I:NQAU35T,Nasdaq Australia Real Estate TR Index,indices,us,True,NasdaqGIDS
I:NQAU40,Nasdaq Australia Consumer Discretionary Index,indices,us,True,NasdaqGIDS
I:NQAU40LM,Nasdaq Australia Consumer Discretionary Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQAU40LMN,Nasdaq Australia Consumer Discretionary Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQAU40LMT,Nasdaq Australia Consumer Discretionary Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQAU40N,Nasdaq Australia Consumer Discretionary NTR Index,indices,us,True,NasdaqGIDS
I:NQAU40T,Nasdaq Australia Consumer Discretionary TR Index,indices,us,True,NasdaqGIDS
I:NQAU45,Nasdaq Australia Consumer Staples Index,indices,us,True,NasdaqGIDS
I:NQAU45N,Nasdaq Australia Consumer Staples NTR Index,indices,us,True,NasdaqGIDS
I:NQAU45T,Nasdaq Australia Consumer Staples TR Index,indices,us,True,NasdaqGIDS
I:NQAU50,Nasdaq Australia Industrials Index,indices,us,True,NasdaqGIDS
I:NQAU50LM,Nasdaq Australia Industrials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQAU50LMN,Nasdaq Australia Industrials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQAU50LMT,Nasdaq Australia Industrials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQAU50N,Nasdaq Australia Industrials NTR Index,indices,us,True,NasdaqGIDS
I:NQAU50T,Nasdaq Australia Industrials TR Index,indices,us,True,NasdaqGIDS
I:NQAU55,Nasdaq Australia Basic Materials Index,indices,us,True,NasdaqGIDS
I:NQAU55LM,Nasdaq Australia Basic Materials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQAU55LMN,Nasdaq Australia Basic Materials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQAU55LMT,Nasdaq Australia Basic Materials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQAU55N,Nasdaq Australia Basic Materials NTR Index,indices,us,True,NasdaqGIDS
I:NQAU55T,Nasdaq Australia Basic Materials TR Index,indices,us,True,NasdaqGIDS
I:NQAU60,Nasdaq Australia Energy Index,indices,us,True,NasdaqGIDS
I:NQAU60LM,Nasdaq Australia Energy Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQAU60LMN,Nasdaq Australia Energy Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQAU60LMT,Nasdaq Australia Energy Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQAU60N,Nasdaq Australia Energy NTR Index,indices,us,True,NasdaqGIDS
I:NQAU60T,Nasdaq Australia Energy TR Index,indices,us,True,NasdaqGIDS
I:NQAU65,NASDAQ Australia Utilities Index,indices,us,True,NasdaqGIDS
I:NQAU65LM,Nasdaq Australia Utilities Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQAU65LMN,NASDAQ Australia Utilities Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQAU65LMT,NASDAQ Australia Utilities Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQAU65N,NASDAQ Australia Utilities NTR Index,indices,us,True,NasdaqGIDS
I:NQAU65T,NASDAQ Australia Utilities TR Index,indices,us,True,NasdaqGIDS
I:NQAULC,NASDAQ Australia Large Cap Index,indices,us,True,NasdaqGIDS
I:NQAULCN,NASDAQ Australia Large Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQAULCT,NASDAQ Australia Large Cap TR Index,indices,us,True,NasdaqGIDS
I:NQAULM,NASDAQ Australia Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQAULMN,NASDAQ Australia Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQAULMT,NASDAQ Australia Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQAUMC,NASDAQ Australia Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQAUMCN,NASDAQ Australia Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQAUMCT,NASDAQ Australia Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQAUN,NASDAQ Australia NTR Index,indices,us,True,NasdaqGIDS
I:NQAUSC,NASDAQ Australia Small Cap Index,indices,us,True,NasdaqGIDS
I:NQAUSCN,NASDAQ Australia Small Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQAUSCT,NASDAQ Australia Small Cap TR Index,indices,us,True,NasdaqGIDS
I:NQAUT,NASDAQ Australia TR Index,indices,us,True,NasdaqGIDS
I:NQAVAX,Nasdaq Avalanche Reference Pric,indices,us,True,NasdaqGIDS
I:NQBE,NASDAQ Belgium Index,indices,us,True,NasdaqGIDS
I:NQBE20,NASDAQ Belgium Health Care Index,indices,us,True,NasdaqGIDS
I:NQBE20N,NASDAQ Belgium Health Care NTR Index,indices,us,True,NasdaqGIDS
I:NQBE20T,NASDAQ Belgium Health Care TR Index,indices,us,True,NasdaqGIDS
I:NQBE30,NASDAQ Belgium Financials Index,indices,us,True,NasdaqGIDS
I:NQBE30LM,Nasdaq Belgium Financials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQBE30LMN,NASDAQ Belgium Financials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQBE30LMT,NASDAQ Belgium Financials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQBE30N,NASDAQ Belgium Financials NTR Index,indices,us,True,NasdaqGIDS
I:NQBE30T,NASDAQ Belgium Financials TR Index,indices,us,True,NasdaqGIDS
I:NQBE35,Nasdaq Belgium Real Estate Index,indices,us,True,NasdaqGIDS
I:NQBE35N,Nasdaq Belgium Real Estate NTR Index,indices,us,True,NasdaqGIDS
I:NQBE35T,Nasdaq Belgium Real Estate TR Index,indices,us,True,NasdaqGIDS
I:NQBE50,Nasdaq Belgium Industrials Index,indices,us,True,NasdaqGIDS
I:NQBE50N,Nasdaq Belgium Industrials NTR Index,indices,us,True,NasdaqGIDS
I:NQBE50T,Nasdaq Belgium Industrials TR Index,indices,us,True,NasdaqGIDS
I:NQBE55,Nasdaq Belgium Basic Materials Index,indices,us,True,NasdaqGIDS
I:NQBE55N,Nasdaq Belgium Basic Materials NTR Index,indices,us,True,NasdaqGIDS
I:NQBE55T,Nasdaq Belgium Basic Materials TR Index,indices,us,True,NasdaqGIDS
I:NQBELC,NASDAQ Belgium Large Cap Index,indices,us,True,NasdaqGIDS
I:NQBELCN,NASDAQ Belgium Large Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQBELCT,NASDAQ Belgium Large Cap TR Index,indices,us,True,NasdaqGIDS
I:NQBELM,NASDAQ Belgium Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQBELMN,NASDAQ Belgium Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQBELMT,NASDAQ Belgium Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQBEMC,NASDAQ Belgium Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQBEMCN,NASDAQ Belgium Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQBEMCT,NASDAQ Belgium Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQBEN,NASDAQ Belgium NTR Index,indices,us,True,NasdaqGIDS
I:NQBESC,NASDAQ Belgium Small Cap Index,indices,us,True,NasdaqGIDS
I:NQBESCN,NASDAQ Belgium Small Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQBESCT,NASDAQ Belgium Small Cap TR Index,indices,us,True,NasdaqGIDS
I:NQBET,NASDAQ Belgium TR Index,indices,us,True,NasdaqGIDS
I:NQBR,NASDAQ Brazil Index,indices,us,True,NasdaqGIDS
I:NQBR15,Nasdaq Brazil Telecommunications Index,indices,us,True,NasdaqGIDS
I:NQBR15N,Nasdaq Brazil Telecommunications NTR Index,indices,us,True,NasdaqGIDS
I:NQBR15T,Nasdaq Brazil Telecommunications TR Index,indices,us,True,NasdaqGIDS
I:NQBR20,NASDAQ Brazil Health Care Index,indices,us,True,NasdaqGIDS
I:NQBR20LM,Nasdaq Brazil Health Care Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQBR20LMN,NASDAQ Brazil Health Care Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQBR20LMT,NASDAQ Brazil Health Care Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQBR20N,NASDAQ Brazil Health Care NTR Index,indices,us,True,NasdaqGIDS
